duration_minutes,likes,comments,engagement_rate,Year,Month,Day,PublishedDay_Monday,PublishedDay_Monday,PublishedDay_Saturday,PublishedDay_Saturday,PublishedDay_Sunday,PublishedDay_Sunday,PublishedDay_Thursday,PublishedDay_Thursday,PublishedDay_Tuesday,PublishedDay_Tuesday,PublishedDay_Wednesday,PublishedDay_Wednesday,PublishedDay_Monday,PublishedDay_Monday,PublishedDay_Saturday,PublishedDay_Saturday,PublishedDay_Sunday,PublishedDay_Sunday,PublishedDay_Thursday,PublishedDay_Thursday,PublishedDay_Tuesday,PublishedDay_Tuesday,PublishedDay_Wednesday,PublishedDay_Wednesday,video_type_Shorts,Actual_Views,Predicted_Views,title,publishedAt
11,85773,3508.0,0.012297658402203857,2021,10,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4522047,4446676.8,I Bought WEDDING DRESS Returns for CHEAP,2021-10-14
10,125068,3715.0,0.01773870523415978,2021,10,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5490240,5823335.91,RUTHLESS REVIEW of Kylie Swim… *a disaster*,2021-10-06
9,63036,2167.0,0.008981129476584021,2021,9,22,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2826315,3042831.48,I Bought FAMOUS MOVIE DRESSES,2021-09-22
13,17621,1945.0,0.0026950413223140496,2021,9,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,554165,635639.71,RUTHLESS Review of Gymshark X Whitney Simmons V3 / MEDIUM Size,2021-09-15
21,62410,3065.0,0.009018595041322314,2021,9,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4335664,4195422.14,I Bought “YouTuber” Products,2021-09-12
12,30405,2624.0,0.004549449035812672,2021,8,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1020359,1069996.77,"Getting Rid of My $100,000 Legging Collection..",2021-08-29
13,19363,2643.0,0.003031129476584022,2021,8,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,690744,728976.6,"RUTHLESS Review of Gymshark - Butterfly, Fleck, and Vital 2.0",2021-08-22
9,53100,1275.0,0.0074896694214876035,2021,8,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2974734,2573683.95,I Bought the WORST Selling Fashion Nova Items... again,2021-08-15
8,36248,1100.0,0.005144352617079889,2021,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1715201,1704045.66,I Bought USED Christine Quinn Clothes! Recreating Selling Sunset Looks,2021-08-08
8,17470,1942.0,0.0026738292011019285,2021,7,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,757730,724180.27,Lululemon Reselling USED Activewear for CHEAP (I got a fake??) Lululemon Like New Review,2021-07-28
7,47220,4027.0,0.007058815426997245,2021,7,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2138739,2305840.52,The Dark Truth about SHEIN...,2021-07-22
10,41575,2227.0,0.006033333333333333,2021,7,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1882094,2065817.84,I Bought my Younger Self’s DREAM Wardrobe.. again // Y2K Shopping,2021-07-14
10,93487,2573.0,0.013231404958677686,2021,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4920058,4846643.66,I Bought Viral Tiktok Products,2021-07-07
9,50142,1396.0,0.007098898071625345,2021,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2328739,2365019.03,I Bought USED Kardashian Clothes IN REAL LIFE // New Kardashian Kloset STORE,2021-07-01
9,45890,1632.0,0.006545730027548209,2021,6,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2013998,2096065.95,I Bought the WORST Selling ASOS Items,2021-06-27
13,102361,3341.0,0.014559504132231406,2021,6,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6945890,6365350.73,"I Bought ""Lost"" Luggage *how it really works + is it stolen?*",2021-06-23
8,22110,2354.0,0.0033696969696969696,2021,6,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,675118,785284.42,Reworked Clothes Try On ! *Creative Transformations*,2021-06-16
15,22449,5413.0,0.003837741046831956,2021,6,9,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,842431,855081.11,Ruthless Review of Buffbunny Collection // Gym and Swim Gear,2021-06-09
12,34355,3060.0,0.005153581267217631,2021,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1659302,1782467.86,Window Shopping the WEIRDEST Designer Products,2021-06-06
10,33335,1396.0,0.004783884297520661,2021,6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1614543,1649729.09,I Bought “FREE” Wish Leggings *disaster*,2021-06-02
13,61966,5524.0,0.009296143250688706,2021,5,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3426790,3671364.23,I Bought my Younger Self’s DREAM Wardrobe/ Y2K Shopping Spree,2021-05-30
10,82872,4316.0,0.012009366391184573,2021,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4486612,4456458.98,I Bought Target RETURNS for CHEAP *everything is brand new!?*,2021-05-21
11,45417,2163.0,0.006553719008264462,2021,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1869827,1988433.94,RENTING Clothes like “Influencers” for CHEAP,2021-05-14
8,54415,3459.0,0.007971625344352617,2021,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2428252,2849836.96,I Bought the WORST Selling Forever 21 Items,2021-05-07
14,52585,2255.0,0.0075537190082644624,2021,4,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3136090,2951162.86,Wearing WAIST TRAINER LEGGINGS for a WEEK,2021-04-28
13,88854,4034.0,0.012794490358126721,2021,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5190248,4896793.9,I Bought the UGLIEST Used Kardashian Clothes,2021-04-23
17,62391,4052.0,0.009151928374655647,2021,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3747242,4091765.43,I Bought from Amazon’s SECRET Outlet // 8 outfits for $150!,2021-04-16
9,53556,2500.0,0.007721212121212121,2021,4,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2660443,2845506.12,I Bought the WORST Selling Fashion Nova Items,2021-04-07
11,101199,2704.0,0.014311707988980717,2021,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5626346,4621899.11,"I Bought Celebrity Dress Remakes for CHEAP! *Taylor Swift, Cardi B, Kylie Jenner, Hailey Bieber...",2021-04-02
11,11468,2128.0,0.0018727272727272727,2021,3,29,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,401793,437464.87,RUTHLESS REVIEW - Did Lululemon RUIN the Align Legging?? *New design*,2021-03-29
9,58244,3648.0,0.008525068870523416,2021,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764511,2921469.8,I Bought the WEIRDEST Clothes on INSTAGRAM!! *who wears these?*,2021-03-19
10,20923,3447.0,0.003356749311294766,2021,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938216,880129.84,RUTHLESS Review of Buffbunny Swim *Here we go again...*,2021-03-12
12,109862,4939.0,0.015812809917355373,2021,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5995837,6307586.37,I Bought Amazon RETURNS for CHEAP!  *disaster*,2021-03-09
7,34434,1567.0,0.004958815426997245,2021,2,28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1935779,1853996.74,IN STORE Color Inverted Shopping!,2021-02-28
13,57357,2802.0,0.008286363636363637,2021,2,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2904188,3035857.8,Reviewing Brands I HATE,2021-02-17
14,130155,3788.0,0.018449449035812672,2021,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6053673,7533087.67,I Bought LOST LUGGAGE for CHEAP at THIS STORE...,2021-02-03
14,117376,4930.0,0.0168465564738292,2021,1,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6335804,6768715.21,I Bought USED Kardashian Clothes! RED CARPET Dresses 👗,2021-01-26
11,13928,1837.0,0.0021714876033057853,2021,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558910,537279.72,RUTHLESS Review of BO+TEE Activewear,2021-01-22
16,11487,4518.0,0.0022045454545454547,2021,1,18,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,392439,398252.15,Testing 51 PAIRS of JOGGERS and Sweat Sets from 22 Different Brands!,2021-01-18
18,61634,1917.0,0.008753581267217632,2021,1,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3635405,3257181.82,"Rating ""YouTuber"" Products!",2021-01-12
10,16833,972.0,0.0024524793388429754,2021,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,727750,759971.93,RUTHLESS Review of Liza Koshy's Activewear Line,2021-01-04
16,13007,683.0,0.0018856749311294766,2020,12,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,666709,609230.55,"RUTHLESS REVIEW of Supplement ACTIVEWEAR // Women’s Best, Muscle Nation, MyProtein, Ghost, 1st Phorm",2020-12-29
15,187016,4055.0,0.02631831955922865,2020,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9564567,9975706.19,I Bought USED Kardashian Clothes!,2020-12-18
11,23886,832.0,0.0034046831955922867,2020,12,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,960590,995245.6,Testing 323 PAIRS of LEGGINGS! From 68 Brands!,2020-12-11
12,20552,686.0,0.00292534435261708,2020,12,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1023524,977660.35,Trying Weird Lululemon Trends,2020-12-07
18,10115,653.0,0.0014831955922865014,2020,11,26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,389641,467034.72,The Most Flattering Legging EVER! Alphalete Amplify Review,2020-11-26
11,22545,2016.0,0.0033830578512396695,2020,11,23,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1105173,962008.84,The UGLY TRUTH about OUTLETS: Are they WORTH Your Money??,2020-11-23
8,26010,887.0,0.0037048209366391184,2020,11,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,866568,907887.34,I Bought Beyonce's Ivy Park X Adidas Line that sold out in SECONDS.. but it's back today!,2020-11-17
9,7890,375.0,0.0011384297520661158,2020,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286124,281644.46,BEST Activewear of 2020,2020-11-13
11,37881,873.0,0.0053380165289256196,2020,11,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1705687,1627612.41,I Bought EVERY Email AD for a Day,2020-11-11
9,5647,523.0,0.000849862258953168,2020,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,220025,218434.33,"HUGE Lululemon FALL HAUL 🍁 Outerwear, FLARE Legging and Jeans Try On!",2020-11-01
11,9768,887.0,0.0014676308539944903,2020,10,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,289434,384009.09,"WHITNEY SIMMONS X GYMSHARK ""2"" Review: Everything you need to know in 12 minutes",2020-10-28
13,23088,10472.0,0.004622589531680441,2020,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648894,810428.81,Why I Turned Down a Gymshark Contract,2020-10-16
10,7022,316.0,0.0010107438016528927,2020,9,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,234197,277040.16,Thrifty FALL OUTFITS | Cozy Casual & Athleisure,2020-09-29
10,4484,297.0,0.0006585399449035812,2020,9,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,131666,135933.21,Testing the BEST Sports Bras for EVERY Workout (or best for lounging cuz THATS equally as important),2020-09-10
11,15443,4621.0,0.0027636363636363635,2020,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,497867,531546.18,"Madelaine Petsch X Fabletics Review // $1,000 of new activewear!!",2020-09-01
18,6875,425.0,0.0010055096418732782,2020,8,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,442098,398907.66,BuffBunny Collection Review // August 2020,2020-08-22
14,5895,455.0,0.0008746556473829201,2020,8,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,168096,208142.95,I GOT VENEERS!,2020-08-20
10,8999,425.0,0.0012980716253443527,2020,8,17,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,432797,409349.1,The #1 thing TO BUY from Lululemon,2020-08-17
12,4814,352.0,0.0007115702479338843,2020,8,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,158804,166452.32,More SHEER Leggings from Alphalete,2020-08-15
9,8254,376.0,0.0011887052341597796,2020,8,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,256980,270012.35,Amazon's Own Activewear! Jeff Bezos is coming for my closet..,2020-08-09
14,71383,3855.0,0.0103633608815427,2020,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3761437,4028014.5,Why I Hate SHEIN,2020-08-01
10,12033,440.0,0.0017180440771349863,2020,7,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,407279,554387.95,Shopping in the Men's Section,2020-07-26
8,30553,533.0,0.004281818181818182,2020,7,22,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1306516,1197004.17,Testing VIRAL TIKTOK Clothing Hacks,2020-07-22
11,39681,1181.0,0.005628374655647383,2020,7,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1987094,1691820.1,I Bought Lost Luggage Items for CHEAP,2020-07-19
12,23288,562.0,0.0032851239669421488,2020,7,12,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1128104,1090349.22,I Bought the WEIRDEST Stuff from the Gymshark Website...,2020-07-12
11,5109,306.0,0.0007458677685950413,2020,7,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,168147,171466.59,Buffbunny Collection - Then VS Now,2020-07-04
11,7937,473.0,0.0011584022038567494,2020,6,29,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,392100,346914.78,Testing the VIRAL Tiktok leggings! *not what I expected*,2020-06-29
9,5315,407.0,0.0007881542699724518,2020,6,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,267213,225941.59,Leggings to Buy with NO Front Seam,2020-06-25
17,22871,697.0,0.0032462809917355373,2020,6,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1425153,928390.36,Rating Swimwear by Fitness Brands! I can't believe they sell THIS...,2020-06-23
11,8510,444.0,0.0012333333333333332,2020,6,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,328584,317356.77,TESTING CELEBRITY ACTIVEWEAR : Demi Lovato and Kevin Hart Fabletics,2020-06-10
12,10701,375.0,0.0015256198347107439,2020,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284510,330579.52,"HUGE CLOTHING HAUL! New Summer, Lounge, Activewear Finds",2020-05-29
10,10974,641.0,0.001599862258953168,2020,5,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,579362,555721.33,BuffBunny Swimsuits Review... not what I was expecting,2020-05-23
12,6996,667.0,0.0010555096418732783,2020,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245793,262066.6,Why I QUIT Fitness... (+ NEW Leggings!),2020-05-22
19,13103,4662.0,0.002446969696969697,2020,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412370,443582.25,"Plastic Bottles into Leggings?? Tala, Girlfriend Collective, Wolven and REI Review!",2020-05-15
13,9984,404.0,0.001430853994490358,2020,5,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,344835,392257.34,24 HOUR SHOPPING for SUBSCRIBERS Challenge 💰 Online,2020-05-09
14,7182,2301.0,0.001306198347107438,2020,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,200072,234123.7,Gymshark Sports Bras That are Actually Worth Your Money 💰🦈,2020-05-05
8,8206,510.0,0.0012005509641873277,2020,4,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,311061,291881.69,Affordable Swimsuits Haul,2020-04-29
9,9246,718.0,0.0013724517906336087,2020,4,27,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,290102,399430.17,BEST BLACK LEGGINGS Review!,2020-04-27
10,5428,563.0,0.0008252066115702479,2020,4,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,141931,172750.51,DOG LEGGINGS are a Thing! So I Tried Them on Mine..,2020-04-25
14,7335,601.0,0.0010931129476584023,2020,4,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,371850,335509.12,Alphalete's SHEEREST Leggings Ever? Revival is Back...,2020-04-18
12,13877,1807.0,0.0021603305785123966,2020,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321917,428862.92,Addressing my Insecurities.. Quarantine Glow Down,2020-04-17
10,11851,603.0,0.0017154269972451792,2020,4,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,472518,496789.31,TikTok Must Haves - LEGGING Edition! Are They HopeScope Approved??,2020-04-14
10,42551,990.0,0.005997382920110193,2020,4,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2152638,1754175.06,Testing Viral Clothing DIY's,2020-04-10
8,7315,437.0,0.0010677685950413224,2020,4,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,231966,247045.44,Affordable Amazon Jogger Haul,2020-04-08
6,4811,330.0,0.0007081267217630854,2020,4,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,135401,152089.75,SWIM in These Sports Bras! LIFE HACK,2020-04-05
13,11601,549.0,0.0016735537190082645,2020,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,362212,440651.86,Testing Target’s NEW Activewear! Cheap and Trendy,2020-04-02
28,6284,2210.0,0.0011699724517906336,2020,3,30,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,233146,249371.91,Cozy Athliesure Haul + LIVE 20 min Abs at Home Workout,2020-03-30
10,8297,2121.0,0.0014349862258953168,2020,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224226,254590.88,Testing $5 Activewear and Home Fitness Equipment!,2020-03-27
12,27049,1324.0,0.0039081267217630855,2020,3,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,997029,1017239.38,lululemon gone TOO FAR?,2020-03-25
10,14026,3746.0,0.002447933884297521,2020,3,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,400228,452895.04,What is OFF-WHITE and is it Worth the Money??,2020-03-17
7,8141,988.0,0.0012574380165289256,2020,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218688,268999.94,I Bought Amazon's MOST and LEAST Expensive Leggings!!,2020-03-13
13,7054,525.0,0.001043939393939394,2020,3,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,244573,256185.81,WHAT HAPPENED DOYOUEVEN?? 2020 Review,2020-03-11
9,8014,3236.0,0.0015495867768595042,2020,3,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,322557,299185.6,"Testing ""Squat Proof"" Amazon Leggings *they lied*",2020-03-08
15,10146,535.0,0.0014712121212121212,2020,2,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,440839,407591.99,Losing 20 Pounds and KEEPING it OFF Tips and Tricks : 75 Hard Phase 1,2020-02-29
14,18491,811.0,0.002658677685950413,2020,2,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,956931,836578.56,"The Ugly Truth About OUTLET STORES: Lululemon, Nike, Adidas EXPOSED",2020-02-27
8,3934,295.0,0.0005825068870523416,2020,2,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,106022,125338.63,trying something new,2020-02-25
14,7654,1276.0,0.0012300275482093664,2020,2,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,256361,279742.22,The Origin of Women’s Activewear: Lorna Jane Review,2020-02-20
14,8597,5999.0,0.0020104683195592285,2020,2,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,290361,325792.0,MOST vs LEAST Squat Proof LULULEMON LEGGINGS! *with science*,2020-02-13
16,4257,351.0,0.0006347107438016529,2020,2,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,130011,135416.95,ALPHALETE MUST HAVES + NEW Alphalux Deets,2020-02-08
13,8266,5913.0,0.001953030303030303,2020,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251474,287738.47,"🐪 -Toe-less Leggings! SUCKED IN, NOT HELD BACK. LNDR Review",2020-01-31
16,9440,419.0,0.0013579889807162535,2020,1,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,392027,398105.0,"Testing iNfLuEnCeR Activewear // Fit Angel, Corio, Nasty Fit",2020-01-23
10,4517,337.0,0.0006685950413223141,2020,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125168,132810.37,"PLAYBOY makes LEGGINGS?? NOT what I was expecting... Review, Wear Test and Hotel Adventures 🥰",2020-01-17
19,52806,1715.0,0.0075097796143250685,2020,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2077741,2392903.13,"I LOST 18 LBS of FAT in 2 MONTHS: Diet, Workouts, Tips",2020-01-10
9,6408,199.0,0.0009100550964187328,2020,1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,246601,253089.78,24 HOURS in my CLOSET Challenge with my Dogs!!,2020-01-06
10,7568,397.0,0.001097107438016529,2019,12,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,252373,272788.85,"Instagram Brand ""Ambassador"" Scam?! Astoria Active Review..",2019-12-21
13,7005,355.0,0.0010137741046831955,2019,12,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,261378,272312.9,STINK PROOF Workout Leggings you DON'T have to Wash?! Testing the Sweatflow Leggings for a WEEK,2019-12-17
16,9243,447.0,0.0013347107438016529,2019,11,25,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,389992,403104.76,Gymshark's Apology to me...,2019-11-25
16,6288,1829.0,0.0011180440771349862,2019,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297371,239760.42,The ULTIMATE PTULA REVIEW Ft. Women's and NEW Men's Line!,2019-11-22
17,4872,277.0,0.0007092286501377411,2019,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140423,168809.89,LAST MINUTE Christmas Gift Ideas for Anyone!,2019-11-15
13,5995,1387.0,0.0010168044077134987,2019,11,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,200194,206076.69,NO BULL Activewear + Shoe Review! (that's actually the name of the brand),2019-11-09
13,5705,335.0,0.0008319559228650138,2019,10,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,200338,211008.65,FULL DAY OF SHOPPING! + Luxury Gift GIVEAWAY,2019-10-31
9,6521,3575.0,0.001390633608815427,2019,10,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,203066,233961.67,Testing The World's First ZIP OFF Leggings!,2019-10-27
17,10254,456.0,0.001475206611570248,2019,10,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,468974,454068.77,CHEAP vs EXPENSIVE SHAPEWEAR Leggings and Shorts!,2019-10-17
